inputs,target 
i work at a juice business. @ i attend an area institute of higher learning.,I work to pay for school
i am a labor worker. @ i have one pet.,When I'm not working I'm spending time with my pet.
i am a labor worker. @ i have one pet.,"My pet is a large dog who sometimes works pulling sleighs for mushers in Alaska, so I jokingly refer to my dog as a labor worker."
i am a labor worker. @ i have one pet.,I love to see my pet after work.
i work in the healthcare industry. @ i prefer to adorn myself with things that compliment my skin tone.,"I've been taking better care of my skin since I got melanoma and had to have a mole removed, which was covered for me by my healthcare plan."
i work in the healthcare industry. @ i prefer to adorn myself with things that compliment my skin tone.,I work in epidermatology.
i work in the healthcare industry. @ i prefer to adorn myself with things that compliment my skin tone.,My job lets me buy the makeup I want.
my career is that of a physical performer. @ i enjoy sharing my voice.,I love taking the stage and dancing.  I also like singing while I'm on stage.
my career is that of a physical performer. @ i enjoy sharing my voice.,I am a professional singer.
my career is that of a physical performer. @ i enjoy sharing my voice.,I sing as a performer also since I love to sing.
i love to ride my bike. @ i like my job.,i like my job and riding my bike
i love to ride my bike. @ i like my job.,"I ride as often as I can.  In fact, I even write by bike to work when the weather is nice.  There's an area to shower and change there, which is one of the reasons I like my job."
i love to ride my bike. @ i like my job.,Being that I love to ride why I decided to become a bike courier.
i do not eat meat. @ i am a veteran.,I did not eat meat in the military.
i do not eat meat. @ i am a veteran.,I am a vegan veteran.
i do not eat meat. @ i am a veteran.,Most veterans in the armed forces are meat eaters because we need the protein for all the physical exertion we're doing.
my father passed away when i was a teen. @ i download videos online.,I watched my dad's funeral online.
my father passed away when i was a teen. @ i download videos online.,"My father passed away when I was a teen, which affected me strongly. I'll admit, I kind of withdrew from the world because of it. It's kinda lonely, but I don't mind; I just stay home all day and download videos online."
my father passed away when i was a teen. @ i download videos online.,I liked to play alot of video games when I was a teen and now I download them online.
i love to workout. @ i am glad that i work from home.,I have a home gym.
i love to workout. @ i am glad that i work from home.,I’m glad that I work from home because it gives me a great opportunity to do various exercises while I’m working.
"i work in a lawyers firm. @  i have a lot of hair on my face , but none on my head.","Most lawyer firms require their employees to be clean shaven, so I couldn't have a beard if I worked there."
"i work in a lawyers firm. @  i have a lot of hair on my face , but none on my head.","I could never work or basically be a lawyer or such -- too much stress and too ""unfit"" for me."
"i work in a lawyers firm. @  i have a lot of hair on my face , but none on my head.",All the lawyers I've met don't have much hair.
i am a retired computer programmer. @ i love animals.,I always had a pet around when I programmed computers
i am a retired computer programmer. @ i love animals.,Now I spend my time volunteering at the local animal shelter.
i am a retired computer programmer. @ i love animals.,I am retired from computer programming and live with my animals who I love
i love videotaping my dog doing cute stuff. @ i have mom and dad working in the educational system as a educator.,My parents are always busy with work so I make videos on my freetime.
i love videotaping my dog doing cute stuff. @ i have mom and dad working in the educational system as a educator.,Mom and dad raised money for their school system by releasing videos of the school children doing cute stuff.
i love videotaping my dog doing cute stuff. @ i have mom and dad working in the educational system as a educator.,"I have had different jobs such as videoing and enjoyed it, but many do not necessarily approve of it as a ""real"" job."
i enjoy taking long walks outside. @ i curate art.,I like walking past the art gallery I own.
i enjoy taking long walks outside. @ i curate art.,"I like to enjoy nature, though I see everything in terms of how it would look in a painting."
i enjoy taking long walks outside. @ i curate art.,"My favorite walks have always been the ones I take through art museums, so I suppose it's unsurprising that I ended up curating art as a career."
i have bad luck with pets. @ i enjoy eating meat from cows.,I have bad luck with animals but I do enjoy the meet some of them provide especially cows.
i have bad luck with pets. @ i enjoy eating meat from cows.,I often wonder why us humans don't eat cats and dogs.
i have bad luck with pets. @ i enjoy eating meat from cows.,"I tried to not eat meat, but I failed."
i want to help people. @ i am an elementary school teacher.,Teaching is a good way to help people.
i want to help people. @ i am an elementary school teacher.,I became a teacher since I like to help people.
i want to help people. @ i am an elementary school teacher.,Its great to help people. I help my students everyday at my teaching job.
i like reading a lot. @ i also enjoy reading the game of thrones series books.,"i like to read game of thrones, and i like reading a lot."
i like reading a lot. @ i also enjoy reading the game of thrones series books.,I love fantasy books.
i like reading a lot. @ i also enjoy reading the game of thrones series books.,I expanded from non fiction to fiction so now I also enjoy reading the game of thrones series books.
i exercise often and have nice muscles. @ i wear nice clothes.,I belong to a 24 hour gym so I can exercise whenever which allows me to wear the clothes I like.
i exercise often and have nice muscles. @ i wear nice clothes.,I think I look better in clothes when I work out.
i love to sing. @ i am dating my boss.,I sang a song to my boss one day.  We are dating now.
i love to sing. @ i am dating my boss.,I sing for my boss sometimes. I am dating my boss now.
i love to sing. @ i am dating my boss.,My boss won't stop singing
"i have dark mane. @  i may be a skier , but i am afraid of tall mountains.","Yeah, it is really beautiful, but you hide it under your beanie when we are skiing so I never see it. Do you want to hit that route on the tall mountain tomorrow morning?"
"i have dark mane. @  i may be a skier , but i am afraid of tall mountains.","Does it suit your preferences? I generally try and look how I feel, to whatever extent I can."
"i have dark mane. @  i may be a skier , but i am afraid of tall mountains.",I tie up my hair when I ski.
i have multiple puppies. @ i love to get drunk on fancy alcohol.,"I have a lot of dogs, but it's hard to take care of them because I get drunk a lot."
i have multiple puppies. @ i love to get drunk on fancy alcohol.,My dogsitter got drunk last week.
i have multiple puppies. @ i love to get drunk on fancy alcohol.,That is kind of you. I drink too much to have anything depend on me.
i take pride in using fresh produce when cooking. @ i only own a single set of footwear.,"I don't have extra money to spend on more pairs of shoes. I spend my free money on healthy, fresh produce."
i take pride in using fresh produce when cooking. @ i only own a single set of footwear.,I don't get to use fresh produce as much as I'd like because I'm so poor.
i take pride in using fresh produce when cooking. @ i only own a single set of footwear.,"I take pride in using fresh produce when cooking; I like things all natural and simple. In fact, I only own a single set of footwear."
i like making clothes with needles and thread. @ i provide assistance to students who are reading works created in england.,"For one classroom demonstration, the students had to make their own English-inspired clothes."
i like making clothes with needles and thread. @ i provide assistance to students who are reading works created in england.,I like to teach students how to sew.
i like making clothes with needles and thread. @ i provide assistance to students who are reading works created in england.,I love to sew.  I sew while I tutor my college students.
i have a lot of kids. @ i am making a scarf for my daughter.,This year I will be making scarfs for all my daughters and hats for the boys.
i have a lot of kids. @ i am making a scarf for my daughter.,I make scarfs for my kids.
i have a lot of kids. @ i am making a scarf for my daughter.,I guess the cool thing about having kids is that they are like little people/adults in a sense.
i have a lot of kids. @ i am making a scarf for my daughter.,I like to make things for my kids.
i have a lot of kids. @ i am making a scarf for my daughter.,I only have a daughter.  I'm making a scarf for her.
i have a lot of kids. @ i am making a scarf for my daughter.,"For my other three kids, I'm making them all sweaters. I have a lot of kids and can't afford to buy them all presents, so I make them presents."
i enjoy exercising. @ my car is not anything too fancy.,"I actually don't even drive my car much since it's so old. I prefer walking, jogging and cycling if I need to go somewhere."
i enjoy exercising. @ my car is not anything too fancy.,I prefer walking to driving my plain car.
i enjoy exercising. @ my car is not anything too fancy.,I also like to go on drives in my car.
i live near the ocean. @ i love to surf.,"That would be a dream come true for me, as I've always loved to surf."
i live near the ocean. @ i love to surf.,"I love the beaches here, not only are they good for surfing, but you can go on some nice long walks or have a picnic with family"
i live near the ocean. @ i love to surf.,I wish I could live near the ocean because I love going to the beach. I like to swim and I love to surf.
i have a lot of siblings. @ i am a ginger.,My siblings and I all have the same type of hair.
i have a lot of siblings. @ i am a ginger.,You'll be able to pick me out in a family picture. All my siblings have brown hair.
i have a lot of siblings. @ i am a ginger.,"Cool, I have siblings and we all have freckles.  I guess because of my family genes I'm a ginger."
i have a lot of facial hair. @ i am a ginger.,I have a lot of facial hair which always attracts people's attention because I am a ginger.
i have a lot of facial hair. @ i am a ginger.,The hair on my head is ginger but my facial hair is more of a brown color.
i have a lot of facial hair. @ i am a ginger.,You do have a lot of facial hair and I love the color.  What do you think about my hair color?
i do not have a lot of friends. @ i like to go to the park.,I only have one friend who lives not too far away from my house.  She and I like to go to the park.
i do not have a lot of friends. @ i like to go to the park.,"I need friends to go places for fun, what do you do?"
in the future i want to drive a large vehicle. @ i take care of people.,I do not make a lot of money but my job is fulfilling.
in the future i want to drive a large vehicle. @ i take care of people.,"I drive a bus, which is a large vehicle that can accommodate many passengers, so that I take care of people."
in the future i want to drive a large vehicle. @ i take care of people.,"In the future i want to drive a large vehicle, such as a limousine. I definitely want to do something in the service industry because what drives me is that I take care of people."
being outdoors among the sand and ocean are fun. @ i have a masters of business.,I get to see the ocean frequently because of work trips.
being outdoors among the sand and ocean are fun. @ i have a masters of business.,"I love being in the outdoors by the beach, I don’t get to do it often because I’m locked in a building due to my job in business."
being outdoors among the sand and ocean are fun. @ i have a masters of business.,I don't get to go to the beach much because of work.
being outdoors among the sand and ocean are fun. @ i have a masters of business.,"I love the beach, I couldn't really go that much during school. What did you master in while in school?"
being outdoors among the sand and ocean are fun. @ i have a masters of business.,"Being in nature is best for me often times as I did not pursue much ""beyond"" high school."
being outdoors among the sand and ocean are fun. @ i have a masters of business.,i like to go to the beach when I am not working.
burnt umber and tangerine are some of my top colored pencil choices. @ i want to work in tech.,I like to draw and create art when I'm not at work.
burnt umber and tangerine are some of my top colored pencil choices. @ i want to work in tech.,I do my art a lot but think often about getting a job.
burnt umber and tangerine are some of my top colored pencil choices. @ i want to work in tech.,"I love creating designs with burnt umber and tangerine colored pencils, which I will use in my future job in tech."
i do not like kids. @ i do not like acting.,Can you pretend to like kids?
i do not like kids. @ i do not like acting.,sometimes I have to pretend when I go to my nieces house
i do not like kids. @ i do not like acting.,You have to act all nice around kids.
i love getting a manicure. @ i can run a long distance within 240 seconds.,I love to run.
i love getting a manicure. @ i can run a long distance within 240 seconds.,I can't get a manicure because I exercise too much.
i love getting a manicure. @ i can run a long distance within 240 seconds.,I look pretty but I'm a tough person.
my locks are chestnut. @ i am a educator.,I like this color since I feel it suits one for their job sometimes.
my locks are chestnut. @ i am a educator.,My locks are a nice chestnut color and kids play with them.  They mainly do this a lot because I'm a teacher.
my locks are chestnut. @ i am a educator.,There is a little girl in my class that has chestnut hair.
my mother is in the hospital. @ i like basketball.,"My mother is in the hospital so I spend a lot of time there visiting her, but it can get boring so luckily there's a basketball court nearby because I like basketball."
my mother is in the hospital. @ i like basketball.,I love chicken noodle soup.
my father is in prison. @ i enjoy running.,"Before my father was in prison, he was a runner."
my father is in prison. @ i enjoy running.,it makes me sad that my father is in prison. exercising helps me keep my mind off of things.
i like to go fishing. @ i am a student.,I went fishing near my school. I am currently a student.
i become marry in my youth. @ i have a bunch of kids.,I got married to have children.
i become marry in my youth. @ i have a bunch of kids.,I want a family
i become marry in my youth. @ i have a bunch of kids.,I am still happily married
i do not like to cook. @ i want to get my own place.,I prefer cook with privacy so I want to get my own place.
i do not like to cook. @ i want to get my own place.,"I actually love to cook, but sharing the kitchen with three roommates makes it difficult, so I've started saving up for my own place."
i do not like to cook. @ i want to get my own place.,"I don't cook a lot either, but it will be hard when I get my own place."
i am a man pursuing a career as a brand ambassador in california. @ i enjoy smooth and calm music.,"I am a man pursuing a career as a brand ambassador in California. I spend a lot of time sending out resumes, which can be stressful, so I enjoy smooth, calm music to help stay relaxed."
i am a man pursuing a career as a brand ambassador in california. @ i enjoy smooth and calm music.,"I'm also looking for a job and listen to smooth, calming music when I'm preparing for an interview because it settles own my nerves."
i am a man pursuing a career as a brand ambassador in california. @ i enjoy smooth and calm music.,What do you do in your spare time?
i like to work with my hands. @ i am fan of everything from classic rock to rap.,I like working with music instead of my hands.  I like all kinds of music.
i like to work with my hands. @ i am fan of everything from classic rock to rap.,I love playing the guitar and drums.
i like to work with my hands. @ i am fan of everything from classic rock to rap.,I make music with my hands.
i had cows as pets growing up. @ i like watching sports.,My favorite sports involve cowboys and rodeos.
i had cows as pets growing up. @ i like watching sports.,"I grew up on a farm, but I really like watching sports."
i had cows as pets growing up. @ i like watching sports.,I had horses as pets for racing.
i like eating vegetables. @ i have trouble getting along with family.,I eat vegetables alone since I don't get along with my family.
i like eating vegetables. @ i have trouble getting along with family.,I love vegetables but my parents and siblings don't. i have trouble getting along with family.
i like long walks on the beach. @ i love to eat eggplant.,I also love to cook on my free time.
i like to write my own songs. @ i am a musician.,I have a lot of practice.
i like to write my own songs. @ i am a musician.,I’m a musician and I’m finally getting the hang of writing my own songs.
i like to write my own songs. @ i am a musician.,I've love to hear what songs you have written. I am a musician.
i hate school. @ i enjoy summer walking and reading.,I love when it snows.
i hate school. @ i enjoy summer walking and reading.,"Me too, I much prefer summer, taking walks and reading."
i hate school. @ i enjoy summer walking and reading.,"I just don't like having to sit in a classroom all day, I really prefer the summer when I can go walking and read what I want."
i am a woman. @ we have a dog.,I am a female pet lover.
i enjoy simple but filling foods. @ i need things done my way.,I enjoy cooking but without interference.
i enjoy simple but filling foods. @ i need things done my way.,I know a place that sells pre-made foods with standard ingredients.
i enjoy simple but filling foods. @ i need things done my way.,"I'm with you, but it's hard to get that restaurants, so I cook for myself.  I need things done my way."
" in 12 weeks , i will be a parent. @ my favorite hobby is creating oil paintings.","Well, you can forget about pursuing any hobbies after that.  Do you have any; my favorite hobby is creating oil paintings."
" in 12 weeks , i will be a parent. @ my favorite hobby is creating oil paintings.",As a parent I won't have time do do my favorite things.
" in 12 weeks , i will be a parent. @ my favorite hobby is creating oil paintings.","When I was pregnant, I created a lot of paintings.  That's still my favorite hobby."
my mom has too many clothes. @ i only own a single set of footwear.,"My mom has too many clothes and shoes and purses and so on—which is weird because I'm the exact opposite. In fact, I only own a single set of footwear."
my mom has too many clothes. @ i only own a single set of footwear.,I own way too many clothes so I try not to buy too many shoes.
my mom has too many clothes. @ i only own a single set of footwear.,My mother has too many shoes.
i have a lot of plants in my house. @ learning is exciting to me.,I have a lot of plants in my house which has led to creating a exciting learning environment.
i have a lot of plants in my house. @ learning is exciting to me.,I've always wanted to know more about plants
i have a lot of plants in my house. @ learning is exciting to me.,"As well as plants, I also have many books."
i have a lot of plants in my house. @ learning is exciting to me.,I like to learn a lot about plants.
i have a lot of plants in my house. @ learning is exciting to me.,I like to learn about plants.
i have a lot of plants in my house. @ learning is exciting to me.,Plants are interesting living things to study.
i like alternative rock. @ i love to crochet.,"It is among things I do while relaxing, although there are other things."
my mother is the greatest chef in the world. @ i have been studying to become a doctor for two years.,I have gone down a different path than my mother.
my mother is the greatest chef in the world. @ i have been studying to become a doctor for two years.,My mom cooks for me when I am in medical school since I don't have the time to cook.
my mother is the greatest chef in the world. @ i have been studying to become a doctor for two years.,"My mother is the greatest chef in the world, so I almost pursued that as a career. But I decided to follow in my father's footsteps instead, so I have been studying to become a doctor for two years."
my mother is a teacher in the city. @ i work out daily.,"I started working out a lot after quitting my job and moving away from the city, because there are so many outdoor trails to run on."
my mother is a teacher in the city. @ i work out daily.,I work out daily in enough to go jogging through the city.
my mother is a teacher in the city. @ i work out daily.,"I have a mother that is a teacher in the city, and I work out daily."
my favorite pets are canines. @ after almost half a decade my partner and i are engaged.,"I love dogs too, but my partner doesn't, so it's always been a sticking point, but finally we've agreed on a turtle, and after almost half a decade my partner and I are engaged."
my favorite pets are canines. @ after almost half a decade my partner and i are engaged.,"As an engagement present, my partner and I got two pet dogs."
my favorite pets are canines. @ after almost half a decade my partner and i are engaged.,I was walking my dog when I met my girl Mindy.
i wish i was an astronaut. @ i have a freeloader at home.,My son wants to become an astronaut.
i wish i was an astronaut. @ i have a freeloader at home.,"I'd be happy to get out of my house, let alone the planet."
i wish i was an astronaut. @ i have a freeloader at home.,"I wanted my son to become an astronaut since he was good at engineering, but instead he just stays in his room under my roof eating my food."
i like watching sports. @ i am not into having salads or even berries.,I get hungry when watching sports. I don't like eating healthy produce.
i like watching sports. @ i am not into having salads or even berries.,me too. we watched the soccer game last week over a dinner of salad and fruit.
i like watching sports. @ i am not into having salads or even berries.,Watching sports makes me want to get in shape.
i like watching sports. @ i am not into having salads or even berries.,"I try to participate in sports as much as I can for heath, as I eat like crap."
i like watching sports. @ i am not into having salads or even berries.,You should come to our superbowl party. So many wings and sandwiches. I'm not into salads or berries.
i like watching sports. @ i am not into having salads or even berries.,I'm not into sports or anything healthy.
sometimes i like to visit thrift shops. @ i am a ballet dancer.,I like to make costumes out of thrift shop finds.
sometimes i like to visit thrift shops. @ i am a ballet dancer.,I sometime find many things related to ballet in the thrift shop
sometimes i like to visit thrift shops. @ i am a ballet dancer.,I once saw Misty Copeland in a thrift store in Manchester.
i have flown out of the country. @ i love hockey.,I went to Canada last year to a hockey game. I do love hockey .
i enjoy games on a court. @ i dislike tidying up.,After we are done there is a mess of equipment.
i enjoy games on a court. @ i dislike tidying up.,i love setting up the games
i enjoy games on a court. @ i dislike tidying up.,I like playing sports too.  I hate to clean up after a game though.
i like to read a lot. @ i hope to have powers to use for good in the future.,I like to read a lot and I especially like stories about witchcraft and magic. I love these kinds of stories because I hope to have powers to use for good in the future.
i like to read a lot. @ i hope to have powers to use for good in the future.,I read a lot of books on self-improvement. I really want to help the world one day.
i like to read a lot. @ i hope to have powers to use for good in the future.,"Becoming a lawyer takes a lot reading, but in the end it will all be worth it."
i have a spouse and a kid. @ i work for myself.,I quit my job for my spouse and children.
i have a spouse and a kid. @ i work for myself.,It's hard working while raising kids.
i have a spouse and a kid. @ i work for myself.,I see my family a lot because I work for myself and set my own hours.
i adopted all my dogs. @ i love to read.,I used to read all the time about dogs.
i am an artistic person. @ i am a total social butterfly.,I like people more than art.  I'm a social butterfly.
i am an artistic person. @ i am a total social butterfly.,To me artistic people are kind of introverted and keep to themselves.  That's not me; I am a total social butterfly.
i am an artistic person. @ i am a total social butterfly.,I show my art to everyone.
i am a hippie. @ i have two tattoos.,"i know hippies have tattoos sometimes, do you have any? i have two"
i am a hippie. @ i have two tattoos.,"i have two tattoos, and i'm a hippie too"
i am a hippie. @ i have two tattoos.,"Some people think I'm a hippie because I have long hair, and because I have two tattoos."
the ocean is a great place to have fun. @ i love spending my free time in the sun with a good novel.,On my free time I go to the beach.
the ocean is a great place to have fun. @ i love spending my free time in the sun with a good novel.,That sounds relaxing.  I like to relax on the beach with a book.
the ocean is a great place to have fun. @ i love spending my free time in the sun with a good novel.,I go to the ocean and read a book in the sun.
i have bad luck with pets. @ i like to listen to music.,Some pets calm down when listening to music.
i have bad luck with pets. @ i like to listen to music.,I notice music can calm myself as well as my pet so I like to listen to music.
i have bad luck with pets. @ i like to listen to music.,Pets hate the music I listen to.
i am employees in the baking industry. @ i love my two siblings.,My two siblings work in the baking industry with me.
i am employees in the baking industry. @ i love my two siblings.,My siblings work with me.
i am employees in the baking industry. @ i love my two siblings.,I first learned cooking through home/family -- but went my own way and my own style was adopted.
i love music. @ i read a lot of young adult fiction.,Sometimes I create my own custom music soundtracks for the young adult fiction I read.
i love music. @ i read a lot of young adult fiction.,"Music is something that can be hit or miss with me, but learning and growing/changing is part of existing I believe."
i love music. @ i read a lot of young adult fiction.,When I am not listening to music I am reading
i like mountain sports. @ i like my bird.,I like mountain animals
i like mountain sports. @ i like my bird.,"I once took my pet bird hiking up in the mountains, and he got startled by a mountain biker and flew away."
i like mountain sports. @ i like my bird.,I love mountain climbing and the songs birds sing remind me of my bird back home.
i have 2 children. @ classic firms are the best.,I am careful to only feed my children traditional products.
i have 2 children. @ classic firms are the best.,I like to watch old movies with my kids.
i have 2 children. @ classic firms are the best.,"I have 2 children and they say that when they grow up, they want to have a job like mine at a firm like Whirlpool. It's funny, we all feel the same way: classic firms are the best."
mother in phone stuff. @ i spend a lot of money on gas.,i visit my mother a lot
mother in phone stuff. @ i spend a lot of money on gas.,I live with my mother but travel infrequently to see other family sometimes.
mother in phone stuff. @ i spend a lot of money on gas.,What did your mom want? Are you going to drive up to visit her again? Is it cheaper to drive or fly to your mom's?
i enjoy playing music. @ i only eat plants.,A lot of musicians are vegans.
i enjoy playing music. @ i only eat plants.,"I enjoy playing music. I find it really relaxes me—and did you know it helps plants grow? So it's a win-win, because I only eat plants."
i enjoy playing music. @ i only eat plants.,I play music for my vegetables.
i like to go to the lake. @ i have 3 dogs.,I always take my dogs walking to a nearby park with a lake because they love swimming in the water.
i like to go to the lake. @ i have 3 dogs.,I usually bring my pet dogs with me to the lake.
i like to go to the lake. @ i have 3 dogs.,I often take my dogs with me.
my job is to drop off parcels at homes or offices. @ i enjoy chocolate bars and gummy bears.,I drive around a lot and that gives me too much time to snack while I'm in my car.
my job is to drop off parcels at homes or offices. @ i enjoy chocolate bars and gummy bears.,"My job is to drop off parcels at homes or offices and sometimes the customers leave treats out for me, which is great because I enjoy chocolate bars and gummy bears."
my job is to drop off parcels at homes or offices. @ i enjoy chocolate bars and gummy bears.,While I am driving I like to snack.
my job is to drop off parcels at homes or offices. @ i enjoy chocolate bars and gummy bears.,I like to order my groceries that way.
my job is to drop off parcels at homes or offices. @ i enjoy chocolate bars and gummy bears.,I am expecting a delivery of chocolates at my door anytime now.
my job is to drop off parcels at homes or offices. @ i enjoy chocolate bars and gummy bears.,I love when I get parcels.  I order a lot of candies like chocolate bars and gummy bears.
i take in a lot of information. @ i am a fan if the great white.,"I do too, particularly about sharks. I study them all, but especially I am a fan of the great white."
i take in a lot of information. @ i am a fan if the great white.,I like learning too. Especially about sharks. I'm a big fan of the great white.
i take in a lot of information. @ i am a fan if the great white.,My cousin is an expert about rock bands from the 80's.
i exercise a lot. @ i am not a fan of some vegetables.,I work out a lot because I don't eat a lot of veggies.
i exercise a lot. @ i am not a fan of some vegetables.,"I exercise more than the average person as well to offset my rather unbalanced diet, as there are a number of healthy vegetables that I just don't like."
i exercise a lot. @ i am not a fan of some vegetables.,you need to eat healthy if you exercise a lot
i love to get drunk on fancy alcohol. @ my plants are starting to bloom !.,Well how fancy does it need to be? I consider rum or plain vodka even to be fancy enough for hobby drinking!
i love to get drunk on fancy alcohol. @ my plants are starting to bloom !.,When I am not enjoying fancy drinks I am gardening.
i love to get drunk on fancy alcohol. @ my plants are starting to bloom !.,"I was worried I had killed my plants because one time, as a joke, I watered them with alcohol. So I'm relieved they're blooming."
i have some problems with pronunciation. @ i have been known to tickle the ivories.,People like when I say weird things.
i have some problems with pronunciation. @ i have been known to tickle the ivories.,"I used to have problems with stuttering, and then buried myself in music."
i have some problems with pronunciation. @ i have been known to tickle the ivories.,I have trouble with some words too.  I'm really good on the piano though.
i have 3 kids. @ i like the group the rolling stones.,I have one son and he always listens to The Rolling Stones in the house.
i am an artist. @ i dress in a suit.,My job involves no art however.
i am an artist. @ i dress in a suit.,I love art and fashion.  I'm always wearing suits.
i am an artist. @ i dress in a suit.,I am an artist at heart but I had to get a real job because I've never managed to sell one single painting. I never thought I would see the day but now I work in an office and I dress in a suit.
i enjoy staring up at the sky. @ i like to spend a lot of my free time with my pet.,"Yes, I often do that while walking my dog.  It's something to do while I like to spend a lot of free time with my pet."
i enjoy staring up at the sky. @ i like to spend a lot of my free time with my pet.,I like stargazing outside with my pet.
i enjoy staring up at the sky. @ i like to spend a lot of my free time with my pet.,I love watching the sky while walking my dog.
i travel a lot. @ i like big booms.,I like to travel by boat.
i travel a lot. @ i like big booms.,During summer break I travel to airshows in other countries and listen to the huge booming sounds of their military airplanes.
i travel a lot. @ i like big booms.,"I travel a lot and I especially like places that get big thunderstorms. What can I say, I just like big booms because they sound cool."
i play a lot of video games. @ i like comic books and anime.,My hair is very short.
i play a lot of video games. @ i like comic books and anime.,I don't like to do too much screentime though.
my dad sold plans for his job. @ i do not like vegetables.,I want to make plans for a vegetable garden
my dad sold plans for his job. @ i do not like vegetables.,He works as a gardener.
my dad sold plans for his job. @ i do not like vegetables.,My dad is a vegetable farmer.
i enjoy relaxing and getting flowers. @ i enjoy a certain kind of cookie.,"Flowers have beautiful forms and shapes that serve as template for making special cookies, which I enjoy a certain kind of cookie."
i enjoy relaxing and getting flowers. @ i enjoy a certain kind of cookie.,I have always found flowers beautiful and colorful.  Colors make me happy which is why I only like colorful cookies.
i enjoy relaxing and getting flowers. @ i enjoy a certain kind of cookie.,"I always eat my cookie desserts at my dining table, which is decorated with flowers."
i am a female in my 30s. @ i have a lot of kids.,Most women your age have children.
i am a female in my 30s. @ i have a lot of kids.,When I was in my 30s I already had six kids.
i am a female in my 30s. @ i have a lot of kids.,"I am also, though I feel like I'm twice that most days."
i really like to look at paintings and statues. @ i like to sell books to people.,"Me too, but I think I like reading more, it gives me a chance to explore my imagination. Do you like reading?"
i really like to look at paintings and statues. @ i like to sell books to people.,I'm kind of into art too.  I work at a store that sells old books.
i really like to look at paintings and statues. @ i like to sell books to people.,Do you have any small businesses or such to help earn extra cash? I have a few means to do so myself.
i do not like animals. @ i love cars.,"I don't either, but I have a few vehicles that I care for like pets because I love cars."
i do not like animals. @ i love cars.,Me either. I only love cars.
i do not like animals. @ i love cars.,They are messy. But I like mechanical things.
my favorite pets are canines. @ on evenings and weekends i enjoy televised sports and cartoons.,I love watching cartoons and football on the weekend with my dog.
my favorite pets are canines. @ on evenings and weekends i enjoy televised sports and cartoons.,I like to walk my dog early in the evening so I can watch television.
my favorite pets are canines. @ on evenings and weekends i enjoy televised sports and cartoons.,The only problem with watching television is when my pet canine starts barking and I can't hear the TV.
i take care of animals for my job. @ i live a comfortable life.,"It's not my job, but my pleasure to care for several animals.  With my pets I live a comfortable life."
i take care of animals for my job. @ i live a comfortable life.,I enjoy what I do in my job and that is why I live a comfortable life.
i take care of animals for my job. @ i live a comfortable life.,The animals give me hugs
i read fantasy fiction novels. @ i enjoy swimming.,I can't sit still long enough to read an entire book. I stay active most of the time. I enjoy swimming.
i read fantasy fiction novels. @ i enjoy swimming.,I read one about a swimming team in the future.
i am a female in my 30s. @ felines are very dear to my heart.,I am more of a cat person than a dog person.
i am a female in my 30s. @ felines are very dear to my heart.,I have six cats.
i am a female in my 30s. @ felines are very dear to my heart.,"So am I, and my family is wondering why I'm not married yet. But I am happy with all my cats; they are the love of my life."
i am a female in my 30s. @ felines are very dear to my heart.,I have two cats at home.
i am a female in my 30s. @ felines are very dear to my heart.,I am a woman in her 30s with a great love for cats.
i am a female in my 30s. @ felines are very dear to my heart.,"I am in my thirties too! I don't have any children, but my partner and I do have cats."
i am a realtor as well as a waitress. @ i enjoy listening to grunge bands.,I work at the Hard Rock Cafe.
i am a realtor as well as a waitress. @ i enjoy listening to grunge bands.,I enjoy my freetime too much to have two jobs.
i am a realtor as well as a waitress. @ i enjoy listening to grunge bands.,There is a diner I like to go to.  They have the best grunge bands play live.
i enjoy summer walking and reading. @ i hate school.,I wish it was summer all year long.
i work in a library. @ i like anything made from italy.,The library has many books covering topics about Italy.
i work in a library. @ i like anything made from italy.,I found a great book about Italy at the library last week.
i work in a library. @ i like anything made from italy.,I like to read Italian books.
i wish i had been able to meet my father because i am smart like him. @ i work with computers.,My father introduced me to programming.
i wish i had been able to meet my father because i am smart like him. @ i work with computers.,I work at a tech company
i wish i had been able to meet my father because i am smart like him. @ i work with computers.,He was an engineer for some of the early computer systems. I followed in his footsteps because
i wish i had been able to meet my father because i am smart like him. @ i work with computers.,My father built computers.
i wish i had been able to meet my father because i am smart like him. @ i work with computers.,My father is smart too.  He taught me how to work with computers.
i wish i had been able to meet my father because i am smart like him. @ i work with computers.,My father used to work in software engineering.
i like the time of the year when i can shoot down waterfowl. @ my girl betrayed me with a man who i thought i was friends with.,When I was hunting I left my girl at home.
i like the time of the year when i can shoot down waterfowl. @ my girl betrayed me with a man who i thought i was friends with.,"I don't know about waterfowl, but I know about being shot down.  My girl betrayed me with a man who I thought I was friends with."
i like the time of the year when i can shoot down waterfowl. @ my girl betrayed me with a man who i thought i was friends with.,"I used to hunt, but my girlfriend left me for my hunting buddy."
grandma makes jewelry. @ i enjoy shopping.,There are things she can't make that I have to buy.
i am a happy person. @ i especially enjoy listening to the band the lumineers.,I think I'm a pretty happy person as well. Music makes me even happier and I especially enjoy listening to the band the lumineers.
i am a happy person. @ i especially enjoy listening to the band the lumineers.,The best part about the lumineers is how happy it makes me to listen to them.
i am a happy person. @ i especially enjoy listening to the band the lumineers.,I am happier with music playing.
