inputs,target 
i really like to look at paintings and statues. @ i like to sell books to people.,Do you have any small businesses or such to help earn extra cash? I have a few means to do so myself.
i wish to work in hollywood. @ i am an outgoing person who loves people.,Hollywood is suitable for people with passion because I am an outgoing person who loves people.
i wish to work in hollywood. @ i am an outgoing person who loves people.,I think you have to be an extrovert to work in Hollywood.  That would be good for me as I am an outgoing person who loves people.
i wish to work in hollywood. @ i am an outgoing person who loves people.,You can't be an introvert if you want to work in hollywood.
i prefer the night instead of the day. @ i have woman calling me all the time.,I like the night time too.  I go on a lot of dates at night and have women calling me all the time.
i prefer the night instead of the day. @ i have woman calling me all the time.,I am always around women at night.
i prefer the night instead of the day. @ i have woman calling me all the time.,I always take the women out on dates at night because I think the night is more romantic than the day and I prefer it for dating.
i work as a computer programmer. @ i am a pilot.,Computers are an important part of aviation.
i ride in a sporty vehicle. @ my father has a job on an oil rig.,I work on cars as a mechanic.
i ride in a sporty vehicle. @ my father has a job on an oil rig.,vehicles and machinery fascinate me
i ride in a sporty vehicle. @ my father has a job on an oil rig.,I have liked the idea of driving my own sports car but I would never have the money to do that.
i used to interact in sports in my older teen years. @ i work in construction and repair peoples roofs.,"When I was a teenager I was a quarterback at football, but I can't play any more because I'm too busy with construction."
i used to interact in sports in my older teen years. @ i work in construction and repair peoples roofs.,I think that sports gave me the strength to do construction.
i used to interact in sports in my older teen years. @ i work in construction and repair peoples roofs.,I still stay active at work.
i used to interact in sports in my older teen years. @ i work in construction and repair peoples roofs.,"I used to interact in sports in my older teen years, which kept me in good shape. I've managed to maintain it, too, because I work in construction and repair people's roofs, which can be a workout."
i used to interact in sports in my older teen years. @ i work in construction and repair peoples roofs.,I used to play sports when I was younger.  I do construction and roofing now.
i used to interact in sports in my older teen years. @ i work in construction and repair peoples roofs.,When I used to play sports my body was built.  That made it easier to do manual labor like construction.
i like skateboarding. @ my favorite food is pizza.,I don't usually have time to cook because I am always skateboarding.
"i enjoy nature. @  i give credence to made up stories , choosing to accept that there is truth within them.",I enjoy stories of big-foot roaming the forests.
"i enjoy nature. @  i give credence to made up stories , choosing to accept that there is truth within them.",I love nature stories.
"i enjoy nature. @  i give credence to made up stories , choosing to accept that there is truth within them.",I like to sit outside but I have to have a book in my hands.
"i enjoy nature. @  i give credence to made up stories , choosing to accept that there is truth within them.",I like nature stories.
"i enjoy nature. @  i give credence to made up stories , choosing to accept that there is truth within them.",I love stories about big-foot and other monsters in the woods.
"i enjoy nature. @  i give credence to made up stories , choosing to accept that there is truth within them.",My favorite made up stories are children's fables about the wilderness and animals. There's a lot of truth buried in folk tales.
i enjoy swimming. @ my spouse is a member of the military.,I think you learn a lot from those who have prior training.
i enjoy swimming. @ my spouse is a member of the military.,I have been swimming a lot since my husband is deployed.
i enjoy swimming. @ my spouse is a member of the military.,"That's cool! I love swimming, my husband and I usually go to the beach together after work and go for a swim. What does your husband do?"
i have a very strong body. @ i have a permit to hunt deer.,"I have a very strong body because I participate in a lot of outdoor activities. I love hunting, for instance, and I have a permit to hunt deer."
i have a very strong body. @ i have a permit to hunt deer.,It takes muscles and strength to go deer hunting.
i have a very strong body. @ i have a permit to hunt deer.,"I work out so I'll be in shape for outdoor activities, like hiking, climbing and hunting."
i have glasses. @ i love to watch the voice.,I need them to watch tv. I was going crazy because I couldn't find them to watch my favorite show last night.
i have glasses. @ i love to watch the voice.,I need them to see
" i am an artist , i work with watercolors. @ i hate christmas.",I do watercolor paintings instead of celebrating Christmas.
" i am an artist , i work with watercolors. @ i hate christmas.",I like the paintings on Christmas cards
" i am an artist , i work with watercolors. @ i hate christmas.",I love doing art.  However I make no money from it so I can't buy Christmas gifts.
i work in the tech field. @ i hope to move to a tropical island once i am able to stop working.,I like my job but I wish that I could retire.
i work in the tech field. @ i hope to move to a tropical island once i am able to stop working.,"There can be so much stress from that type of work, no?"
i work in the tech field. @ i hope to move to a tropical island once i am able to stop working.,I want to retire to a tropical island.
i enjoy gardening. @ my favorite drink is red wine.,I enjoy working on my garden in the early evening while drinking a nice glass of red wine.
i dropped out of school. @ i learned to play the piano as a child.,"School isn't everything.  I'm sure you have other talents.  I'm not book smart, but I'm a wizard at the piano."
i dropped out of school. @ i learned to play the piano as a child.,I decided to be a musician.
i dropped out of school. @ i learned to play the piano as a child.,I found most of what we had to learn so boring. Music was my real interest.
i ve recently started working as a freelance designer. @ i like to go to the movies.,"With the flexible schedule of a freelancer, what do you do in your spare time?"
i ve recently started working as a freelance designer. @ i like to go to the movies.,I like to go to the movies which would probably be a lot easier if I did more freelance work and not be tied to a schedule.
i ve recently started working as a freelance designer. @ i like to go to the movies.,I have been working a lot of hours.  To relax I like to go to the movies.
i like the pigskin sport. @ my ride is a huge rig.,"When I go to football practice, I drive there in my big truck."
i like the pigskin sport. @ my ride is a huge rig.,I drive my big rig to football games.
i like the pigskin sport. @ my ride is a huge rig.,I am also into modifying my car.
i love music. @ i like to cut hair.,I listen to a lot of music at work at the salon. I love to cut hair.
i love music. @ i like to cut hair.,I love working with my hands.
i love music. @ i like to cut hair.,"I like to listen to music, but my real interests involve cosmetology."
my favorite food is strawberries. @ i love to go to the beach.,Strawberries are so refreshing! I love to go to the beach with a picnic of fresh fruit.
my favorite food is strawberries. @ i love to go to the beach.,"I enjoy strawberries too, I like to have them when I go to the beach."
my favorite food is strawberries. @ i love to go to the beach.,"I love strawberries, loving to eat them by the beach"
i travel a lot. @ the smell of the ice and the coldness in the area draws me to games.,I always travel into the snowy northern states to play hockey and go skiing.
i travel a lot. @ the smell of the ice and the coldness in the area draws me to games.,"So do I, but I want to take a break from it. I want to instead maybe travel for specific purposes than broader reasons."
i travel a lot. @ the smell of the ice and the coldness in the area draws me to games.,The last place I visited was Iceland.
i really enjoy doing artistic things. @ i have three sons and two daughters.,I like to teach art to my kids.
i really enjoy doing artistic things. @ i have three sons and two daughters.,"I really enjoy doing artistic things, which I like sharing with my kids. I have three sons and two daughters with the same interest, so we have a lot of fun together."
i really enjoy doing artistic things. @ i have three sons and two daughters.,"I have always been somewhat of an artist myself as it embodies a sort of unchained, free essence I enjoy about myself and life."
i have a handful of dogs. @ i hate christmas.,Nobody visits me on Christmas because of that.
i have a handful of dogs. @ i hate christmas.,I have so many dogs.  They are so expensive that I can't afford Christmas presents.
i have a handful of dogs. @ i hate christmas.,"When I was young, my pet dog was hit by a car on Christmas. That's why I hate it."
i do not eat meat. @ i am a veteran.,I did not eat meat in the military.
i do not eat meat. @ i am a veteran.,I am a vegan veteran.
i do not eat meat. @ i am a veteran.,Most veterans in the armed forces are meat eaters because we need the protein for all the physical exertion we're doing.
i am practically a chef !. @ i really pound out notes on the keyboard.,I like to play the keyboard when I am not at work as a chef.
i am practically a chef !. @ i really pound out notes on the keyboard.,I love cooking for family gatherings.  After dinner I usually entertain people on the keyboard.
i am practically a chef !. @ i really pound out notes on the keyboard.,When I am not cooking I like playing music
i own my own business. @ my favorite food is sushi.,I started a restaurant featuring foods I like.
i am a creative person. @ i love to perform songs of a specific genre.,Since I’m very creative I am able to perform a variety of songs in specific genres.
i am a creative person. @ i love to perform songs of a specific genre.,I create music in my spare time.
i am a creative person. @ i love to perform songs of a specific genre.,I write songs and sing them for friends and family.
i work in retail. @ i spend too much time shopping.,I am in stores all day.
i work in retail. @ i spend too much time shopping.,"The store I work at is in a mall.  When I pass the other stores on my way to work, I find that I spend too much of my time shopping."
i work in retail. @ i spend too much time shopping.,If I worked in retail I would have no money left because I'd spend it all at the store. I already spend way too much time shopping.
i like to listen to music. @ i enjoy eating meat from cows.,Study shows cows listening to music are more healthier so I enjoy eating meat from cows.
i like to listen to music. @ i enjoy eating meat from cows.,I love sitting down at a restaurant and eating a good piece of steak while listening to some music.
i like to listen to music. @ i enjoy eating meat from cows.,I always eat when I listen to music.
i like to listen to music. @ i enjoy eating meat from cows.,I like to listen to music while eating beef.
i like to listen to music. @ i enjoy eating meat from cows.,My favorite hamburger restaurant plays some good music.
i like to listen to music. @ i enjoy eating meat from cows.,My favorite mealtime is eating cow meat and listening to country music.
i like the tone of cash. @ i grew up in a library.,"Since the library rarely charges anyone to use its services or check out books, the library mostly made cash through late fees and charges for damaged books."
i like the tone of cash. @ i grew up in a library.,"Everyone loves cash, we all just don't have it. I am going to the library today to get some books, do you want to come with me?"
i like the tone of cash. @ i grew up in a library.,"Money looks cool to me.  At the library I grew up in, I studied currency for fun."
i have two cats. @ i like to eat tune.,Feline food smells like fish.
my mom and dad have a degree in law. @ i dislike putting on swimwear.,My parents were always too busy to take me out so I got obese.
my mom and dad have a degree in law. @ i dislike putting on swimwear.,"The law firm where I work always takes the employees on beach retreats, and I avoid situations where I have to wear swimwear."
my mom and dad have a degree in law. @ i dislike putting on swimwear.,"I typically avoided the pursuit of higher education to instead focus on hobbies, dreams or passions."
i like the color red. @ i talk very fast.,Ireallylikeblue.
i enjoy nature. @ i have a cat.,Nature is great.  I found a cat when I was going on a walk in the woods.
i enjoy nature. @ i have a cat.,I go on walks in nature with my pet
i flip burgers at mickey dees for a living. @ i still am staying with my mom and dad.,I have a part time job too.  I still live at my parents house because it doesn't pay a lot.
i flip burgers at mickey dees for a living. @ i still am staying with my mom and dad.,I don't have a job so I live with my mom.
i flip burgers at mickey dees for a living. @ i still am staying with my mom and dad.,I don't make a lot of money.
i enjoy making other people laugh. @ i love phones made by apple they are worth the money.,I like being a comedian.  I can now do it right on my expensive iphone through video recording.
i enjoy making other people laugh. @ i love phones made by apple they are worth the money.,I like to record my stand-up routine on my phone.
i enjoy making other people laugh. @ i love phones made by apple they are worth the money.,My favorite part about apple phones is taking funny selfies with them to make my friends laugh.
i wish that i could be an animal. @ regular life disappoints me.,I wish I could be an animal because I just don't feel like I connect with humans very well and I don't know why that is but for some reason regular life disappoints me.
i love to travel. @ i like gardening.,I wish I had more time to do the things I enjoy.
i love to travel. @ i like gardening.,I see a lot of amazing gardens when I travel around different places in the city.
baseball is the sport i enjoy the most. @ i watched a total eclipsed when i was young.,"The eclipse injured my eyes and made it hard for me to see, so I'm really bad at sports, especially baseball. I've been hit in the head by plenty of baseballs I never saw coming."
baseball is the sport i enjoy the most. @ i watched a total eclipsed when i was young.,Baseball excites me.  Its almost as exciting as the eclipse I saw as a child.
baseball is the sport i enjoy the most. @ i watched a total eclipsed when i was young.,I am also into astronomy.
i like meat too much. @ i want to be a vegetarian.,"I do too, even though I want to stop eating it. I'd rather be vegetarian."
i like meat too much. @ i want to be a vegetarian.,Meat has been ruining my health and I need to get to eating more vegetarian.
i want to travel to nyc. @ i am a cashier in a supermarket.,"I would like to travel to NYC, but I can never get off of my job in the supermarket."
i want to travel to nyc. @ i am a cashier in a supermarket.,"I'm not sure if I'll ever be able to save enough money, though. My job doesn't pay a lot."
i want to travel to nyc. @ i am a cashier in a supermarket.,I have been saving money for my dream trip to nyc since I started my job.
my mother tells fortunes. @ i take in a lot of information.,I take in a lot of information and I do not mind listening to a fortune-teller.
my mother tells fortunes. @ i take in a lot of information.,my mother tells me about what will happen in the future.
my mother tells fortunes. @ i take in a lot of information.,Hopefully she is telling some good ones for you!
people say i have a cute laugh. @ i am still in love with my ex boyfriend.,My ex used to say that about me. Pretty sure I'm still in love with him.
people say i have a cute laugh. @ i am still in love with my ex boyfriend.,"I'm a sucker for a cute laugh, that's probably why I am still in love with my ex boyfriend."
i love music. @ i work in retail.,I try to get into work early so that I can pick the music for the day.  It has to be something with broad appeal because I work in retail.
i love music. @ i work in retail.,I work in retail and there’s always some crappy music that they have playing at the store.
i have a time consuming commute. @ i get irritated when i am stuck behind dozens of cars.,"On a good day when there's not much traffic, it takes me about sn hour. On a day with a lot of traffic it takes up to two hours."
i have a time consuming commute. @ i get irritated when i am stuck behind dozens of cars.,I usually hope to avoid much traffic on my way to work.
i have a time consuming commute. @ i get irritated when i am stuck behind dozens of cars.,The traffic is the worst at specific times of day.
i care about the environment. @ females from other countries are pretty.,I've noticed that women from countries with the cleanest air and most pristine environment tend to be the msot beautiful.
i care about the environment. @ females from other countries are pretty.,"I care about the environment so I travel around the globe helping with conservation efforts, and I can't help but notice that females from other countries are pretty."
i care about the environment. @ females from other countries are pretty.,Last year I went to an environmental symposium in europe and met a lot of attractive women.
i like to party on the weekends. @ i like mustard.,I like to use mustard on lunchtime hotdogs during the week at work.
i like to party on the weekends. @ i like mustard.,"I do really enjoy filling my weekends with partying and using mustard, which is my favorite condiment, on absolutely all my food."
i like to party on the weekends. @ i like mustard.,Mustard is great on the hot dogs I serve at my parties.
i like to party on the weekends. @ i like mustard.,I love going to peoples parties on the weekends because they always have burgers and hotdogs which go well with mustard.
i like to party on the weekends. @ i like mustard.,I like parties that start with cookouts.  Hot dogs with mustard are one of my favorite cookout foods.
i enjoy shopping. @ i don t have children.,I love to go shopping.  It's easy when you don't have any kids to worry about.
i enjoy shopping. @ i don t have children.,I remember shopping for school clothes.
i lift a lot of weights. @ i lift a lot at the gym.,I lift at home
i lift a lot of weights. @ i lift a lot at the gym.,I'm trying to stay in shape and build muscle.
i lift a lot of weights. @ i lift a lot at the gym.,Weight lifting is a favorite hobby of mine.
i have a wife and two kids back in the states. @ i am not afraid to die.,They know I love them and are proud of my service to my country.
i have a wife and two kids back in the states. @ i am not afraid to die.,I have a family as well and with everything going on in the world I would die for them in a heartbeat because I love them to death.
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.","I don't tend to, as I spend as much time as I can in just a swimsuit."
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.",I need to buy new clothes for swimming.
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.","I buy a lot of work out clothes, I really enjoy going to the gym. Do you work out?"
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.",I like to buy clothes to workout in.
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.",Sometimes I'll buy a new bathing suit.
"i buy a lot of clothes. @  on thursdays , i spend my afternoons swimming.","I buy a lot of swimming attire, especially since i spend my Thursdays seimming."
i am trying to create my own startup company in the gaming industry. @ i design video games for a living.,I like games too.  I design video games for a living.
i am trying to create my own startup company in the gaming industry. @ i design video games for a living.,I was apart of a startup in the past but it failed. Now I work in the gaming industry as designer.
i am trying to create my own startup company in the gaming industry. @ i design video games for a living.,are you hiring yet? i actually make video games as a job
i am a woman. @ i own my own small marketing consulting agency.,"I am also a woman, and I work in advertising. What do you do?"
i am a woman. @ i own my own small marketing consulting agency.,I know a lot of women who run their own businesses.
i am a happy person. @ i enjoy reading and walking on sunny days.,What makes me the happiest are my two hobbies.
i am a happy person. @ i enjoy reading and walking on sunny days.,I am happy when I read and take walks.
i really love plants. @ i have a pet lizard named gila.,"I love plants too! I have several around my house and inside an aquarium, where i have a pet lizard named gila."
i enjoy being in nature. @ i have several boys and a man.,I like to take my family camping.  We have a few boys and I take my brother too.
i enjoy being in nature. @ i have several boys and a man.,They like to go camping in the woods in the fall.
i enjoy being in nature. @ i have several boys and a man.,I like going hiking with my family.
i have my own salon. @ my hair is colored purple.,can you do my hair? i want to change it from purple to orange
i have my own salon. @ my hair is colored purple.,my hair is colored purple and i own my own salon.
i have my own salon. @ my hair is colored purple.,That’s amazing.  My hair is colored purple from my salon girl.
i love to get drunk on fancy alcohol. @ my plants are starting to bloom !.,Well how fancy does it need to be? I consider rum or plain vodka even to be fancy enough for hobby drinking!
i love to get drunk on fancy alcohol. @ my plants are starting to bloom !.,When I am not enjoying fancy drinks I am gardening.
i love to get drunk on fancy alcohol. @ my plants are starting to bloom !.,"I was worried I had killed my plants because one time, as a joke, I watered them with alcohol. So I'm relieved they're blooming."
i enjoy sharing my voice. @ i feel drawn to many objects.,I enjoy sharing my voice and I'm good at making up stories about anything and everything I see. I feel drawn to many objects I see because they inspire my storytelling creativity.
i enjoy sharing my voice. @ i feel drawn to many objects.,"I have a passion for voice work, but I think it depends on the context."
i enjoy sharing my voice. @ i feel drawn to many objects.,I like to sing songs about objects.
i enjoy summer walking and reading. @ i hate school.,I wish it was summer all year long.
i am experienced with zoology. @ i am unable to keep employment for any considerable length of time.,I wish I was experienced with anything.
i am experienced with zoology. @ i am unable to keep employment for any considerable length of time.,"I worked at a zoo before, but I didn't keep the job for long.  I've never kept any job for long."
i am experienced with zoology. @ i am unable to keep employment for any considerable length of time.,i would like to work at a zoo someday
i worked in my parents cafe. @ i am a positive person.,"I had to work at my parents' business too because I couldn't get hired anywhere else, and that's where I learned to keep a positive attitude."
i worked in my parents cafe. @ i am a positive person.,"Oh really, was it really difficult to work there?"
i worked in my parents cafe. @ i am a positive person.,I hope to expand the business one day and I think I can.
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,"After training in the ocean, I purchase my canine a treat daily."
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,"Yes, I walk my dog along the ocean often.  I am always spoiling him with walks and I purchase my canine a treat daily."
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,I like going to the beach with my dog and playing frisbee.
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,"The ocean is a great place to have fun and I take my dog there all the time because I love him so much. In fact, I purchase my canine a treat daily."
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,I like to play with my dog on the ocean shore.
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,I bring my dog with me to the beach.
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,I love going to the beach with my dog.  I like giving him a treat everyday.
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,I own several goldfishes which I often give treats to.
the ocean is a great place to have fun. @ i purchase my canine a treat daily.,I bring my dog to the beach all the time.
i have a son. @ my husband works for the government.,I'm a big fan of law enforcement and my husband works for the local government.
i have a son. @ my husband works for the government.,I had my son with the love of my life
i have a son. @ my husband works for the government.,"We've wanted kids but simply don't have the time, my husband is very busy because he works for the government."
i went to college in maryland. @ i am a professional basketball player.,I played on the University of Maryland basketball team and was drafted out of college to fulfill my dream of becoming a professional basketball player.
i went to college in maryland. @ i am a professional basketball player.,There are great atheletes from Maryland. I know that because I am a professional basketball player.
i am very good at math and science. @ i love computers.,My enjoyment of math and science lead me to use that skill in computer science as well.
last month i was hired for my first post collegiate job. @ i enjoy walking through nature when the weather is warm.,Congratulations!  My first post collegiate job was in forestry.  It was a great fit because I enjoy walking through nature when the weather is warm.   
last month i was hired for my first post collegiate job. @ i enjoy walking through nature when the weather is warm.,do you get to work with nature?
last month i was hired for my first post collegiate job. @ i enjoy walking through nature when the weather is warm.,I like to exercise to unwind from my job.
i have not had any luck with acceptance and considered quitting. @ i want to be an artist.,The hardest part about becoming an artist is learning to death with rejection and failure and never quitting.
i have not had any luck with acceptance and considered quitting. @ i want to be an artist.,I have not had any luck as a musician and am rethinking my career choices.
i have not had any luck with acceptance and considered quitting. @ i want to be an artist.,It is hard to get into your dream job and I have difficulty getting accepted into mine.
our class is planning a trip to japan. @ i started learning japanese at college.,"I want to really immerse myself in the culture on the trip, so I started learning Japanese at college."
our class is planning a trip to japan. @ i started learning japanese at college.,I learned Japanese years ago in college before I visited Japan for the first time.
i love to workout. @ i work for a magazine.,I write for a fitness magazine.
i love to workout. @ i work for a magazine.,"I love it too, I even write about it as a career. I work for a magazine."
i wear a lot of leather. @ i sleep in late during the day.,I get hot in leather.  I also get hot when i sleep in late during the day.
i enjoy skateboarding and going skiing. @ i do not like fabric seats in a car.,I also enjoy fixing up cars
i enjoy skateboarding and going skiing. @ i do not like fabric seats in a car.,"I love driving up to the slopes in winter to ski, but the fabric seats make me itch and I stopped going."
i enjoy skateboarding and going skiing. @ i do not like fabric seats in a car.,"Cool, I skateboard but I have never gone skiing. I am looking to buy a new car, which one do you prefer?"
i love the heat and pool time. @ i enjoy looking at caterpillars in the last stage of their life cycle.,I see caterpillars around the hotel by the pool.
i love the heat and pool time. @ i enjoy looking at caterpillars in the last stage of their life cycle.,There are caterpillars crawling by the pool on this hot day.
i love the heat and pool time. @ i enjoy looking at caterpillars in the last stage of their life cycle.,Often when I'm lounging by the pool in the summer heat I find caterpillars in the last stage of their life cycle exploring nearby.
i love the heat and pool time. @ i enjoy looking at caterpillars in the last stage of their life cycle.,Last week I spent the afternoon at the pool next to my friends garden.  It was great as the caterpillars were everywhere and fun to watch while relaxing.
i love the heat and pool time. @ i enjoy looking at caterpillars in the last stage of their life cycle.,Living in South Florida allows you to enjoy the sun next to a pool while also taking in the beauty of nature like watching animals in various stages of their lives.
i love the heat and pool time. @ i enjoy looking at caterpillars in the last stage of their life cycle.,When I am not swimming I am out exploring nature.
i love the heat and pool time. @ i enjoy looking at caterpillars in the last stage of their life cycle.,The summer is my favorite time of year.  I like to see the caterpillars grow.
i love the heat and pool time. @ i enjoy looking at caterpillars in the last stage of their life cycle.,"Caterpillars hatch from their cocoons during the summer days when it's hot and people are going swimming, so that's my favorite season to watch caterpillars."
i enjoy spending time with my toes in the sand. @ i work at eureka.,I like to go to the beach when I'm not working.
i enjoy spending time with my toes in the sand. @ i work at eureka.,I like spending time at the beach.  I get so stressed working at Eureka.
i enjoy spending time with my toes in the sand. @ i work at eureka.,"I really like to go to the beach as well. It isn't that far from where I work, where do you work again?"
i like my bird. @ i did not follow what my parents wanted of me.,I am like a free bird flying in the sky because I did not follow what my parents wanted of me.
i like my bird. @ i did not follow what my parents wanted of me.,I breed birds for a living.
i like my bird. @ i did not follow what my parents wanted of me.,"I had a bird, but I didn't care for it right and it died."
i like the hue of the sky. @ going to restaurants is one of my favorite things to do.,I like to look at the sky in my free time.
i like the hue of the sky. @ going to restaurants is one of my favorite things to do.,it reminds me of eating outside with my family
i like the hue of the sky. @ going to restaurants is one of my favorite things to do.,"Isn't it beautiful? Especially around dusk, which is why I enjoy patio dining so much—I love to watch the heavens changing colors during my meal."
i am a bicyclist. @ my dad worked with the force.,"My dad would always ride his bicycle to work, even in bad weather."
i am a bicyclist. @ my dad worked with the force.,"Sweet, I have been riding my bike more casually with my dad. My dad rode bikes competitively for years, what does your dad do?"
i am a bicyclist. @ my dad worked with the force.,I used to spend a lot of time on my bike as I had trouble making friends.
i like basketball. @ i work many hours.,"I wish I had time to play,"
i like basketball. @ i work many hours.,I wish I had more time to play basketball but it seems I am always at work.
i like basketball. @ i work many hours.,"I would love to play basketball more, but I work long hours."
i hate the taste of cheese. @ i am a great cook.,I bet I could prepare something with it in a way you would like.
i do not have strong feelings about the story that i finished. @ i want to go away to college and study to one day be a vet.,I would love to be a writer but I think that is not realistic.
i do not have strong feelings about the story that i finished. @ i want to go away to college and study to one day be a vet.,I read a story about a dog once.  It inspired me to go to college to become a vet.
i do not have strong feelings about the story that i finished. @ i want to go away to college and study to one day be a vet.,"I had to write it for my senior English class. I need to do well on it, though so I can pursue my bigger dreams."
i do not have strong feelings about the story that i finished. @ i want to go away to college and study to one day be a vet.,I like learning and writing on my free time.
i do not have strong feelings about the story that i finished. @ i want to go away to college and study to one day be a vet.,"I sent the whole summer reading boring stories that I didn't like, and I'm hoping college will give me more interesting things to do."
i do not have strong feelings about the story that i finished. @ i want to go away to college and study to one day be a vet.,I read a story recently about a dog.  Now I want to become a vet.
i work out daily. @ i own many cars.,I have three dogs.
i like video games. @ i love ballet.,"The only video game I like is the dance one. I love dance, especially ballet."
i have several baby pets. @ i enjoy educating the younger generations.,"It is nice to have any kind of ""understudy"" -- or one who can learn some stuff from you and enjoy such."
i have several baby pets. @ i enjoy educating the younger generations.,I bring my pets to schools to give talks.
i have several baby pets. @ i enjoy educating the younger generations.,I used to have a baby lizard.  It was fun teaching my little sister about it.
i like to buy clothes. @ i like numbers.,I buy clothes in pairs of two.
i like to buy clothes. @ i like numbers.,I like clothes that have numbers and letters on them.
i like to buy clothes. @ i like numbers.,I love to buy clothes especially ones that have numbers on them.
" a long time ago , i had a lot of pets. @ i have a hard time seeing.","A long time ago, I had a lot of pets but these days, I only have my guide dog because I have a hard time seeing."
" a long time ago , i had a lot of pets. @ i have a hard time seeing.",My only pet is a service dog because a degenerative illness makes it difficult for me to see.
" a long time ago , i had a lot of pets. @ i have a hard time seeing.","I used to have some pets, but it's hard to take care of them now because I'm going blind."
my mother was a teacher. @ i enjoy cooking.,The only thing my mother taught me was how to cook.
i am trying to create my own startup company in the gaming industry. @ my wife recently got laid off from her human resources job.,"Well if you get to the point where you need someone in the human resources department of your new company, my wif recently got laid off from her job and could use a new one."
i am trying to create my own startup company in the gaming industry. @ my wife recently got laid off from her human resources job.,I have to supplement my household income.
i love to clean. @ i am a student.,I am a student who is living in a dorm right now and I wish my roommate was more clean.
i love to clean. @ i am a student.,Do you do cleaning as a job?
i love to go hiking. @ my favorite phone is as iphone.,I can't stand to be so far away from a phone signal. I just love the new iPhone.
i love to go hiking. @ my favorite phone is as iphone.,"I like to hike too, I use this app on my phone to find new trails. Do you have an Apple iPhone?"
i love to go hiking. @ my favorite phone is as iphone.,"Don't leave home without celluar phone, especially when hiking, and my favorite phone is as iphone."
i enjoy eating meat from cows. @ i like to listen to music.,I have to work off the unhealthy food I heat by walking on a treadmill and listening to music.
i enjoy eating meat from cows. @ i like to listen to music.,I like watching or listening something when eating
i enjoy eating meat from cows. @ i like to listen to music.,After meals I like to relax.
my dreams are often bizarre. @ i love to read.,What do you do in your spear time
my dreams are often bizarre. @ i love to read.,Mine too and my dreams had nothing to do with my real life.  Perhaps they were related to some novels that I read because I love to read.
i enjoy relaxing and getting flowers. @ i care about the environment.,I don't like to support flower growers.
i enjoy relaxing and getting flowers. @ i care about the environment.,I love the beauty of nature.
i enjoy relaxing and getting flowers. @ i care about the environment.,Flowers are like human that all needs good environment to grow well so I care about the environment.
i care about animals. @ i enjoy sharing my voice.,"Me too, I joined a choir that helps raise money for wild life preservation, do you like to sing?"
i care about animals. @ i enjoy sharing my voice.,I love pets in a sense -- all of them too. Just each sound variation from pet-to-pet embodies the personable nature of their individuality.
i care about animals. @ i enjoy sharing my voice.,I advocate for animals when I can.
i have lots of friends. @ i do not like music.,I don't like to listen to music with my friends.
i have lots of friends. @ i do not like music.,I have a lot of friends and I like doing things with them--everything except going to concerts because I do not like music.
i have lots of friends. @ i do not like music.,We don't go to concerts much.
i dream about moving abroad someday. @ i do not do well in school.,I still have to finish school.
i dream about moving abroad someday. @ i do not do well in school.,I would love to study abroad in Spain. My grades have been really good this semester so I think I am going to apply.
i dream about moving abroad someday. @ i do not do well in school.,I'd love to drop out of school and move abroad.
i am a great cook. @ i hate the taste of cheese.,I stay away from one ingredient that I hate.
i am a great cook. @ i hate the taste of cheese.,I love making pizza. But i really hate the taste of cheese.
i am a great cook. @ i hate the taste of cheese.,I love a great burger.
i love to go to the beach. @ i have 2 cats.,I take my cats to the beach sometimes.
i love to go to the beach. @ i have 2 cats.,I'd like to but I can't leave my cats alone. I have two of them.
i enjoy simple but filling foods. @ i need things done my way.,I enjoy cooking but without interference.
i enjoy simple but filling foods. @ i need things done my way.,I know a place that sells pre-made foods with standard ingredients.
i enjoy simple but filling foods. @ i need things done my way.,"I'm with you, but it's hard to get that restaurants, so I cook for myself.  I need things done my way."
my boyfriend is unemployed. @ i have a 7 year old daughter.,Do you have children?
my boyfriend is unemployed. @ i have a 7 year old daughter.,Do you have any kids together?
my boyfriend is unemployed. @ i have a 7 year old daughter.,It's hard raising my daughter because I'm unemployed right now and I worry about having enough money for her.
i prefer to listen to things more in the urban genre. @ i like working with animals.,"I prefer to listen to things more in the urban genre when it comes to music. That's what we play at the vet's office where I work, which is nice because I like working with animals."
i prefer to listen to things more in the urban genre. @ i like working with animals.,I like to listen to music when I am volunteering at the local animal shelter.
i prefer to listen to things more in the urban genre. @ i like working with animals.,I recently discovered that animals also enjoy music. The animals at the pound where I work always relax when I play music in the classical genre.
we own several dogs. @ my mother works in healthcare.,I take care of the dogs when my mom is at work.
we own several dogs. @ my mother works in healthcare.,My mother who works in the healthcare industry said that dogs sometimes come to visit patients at the hospital to calm them down.
